1	  0.052353	 -0.196747	  0.238876	  1.681351	  6.739212	  6.022507
5	  0.044342	 -0.206360	  0.276794	  1.509964	  6.886795	  6.034409
11	  0.040070	 -0.213303	  0.297623	  1.350479	  6.970108	  5.998703
15	  0.039536	 -0.210632	  0.299759	  1.324295	  7.005814	  6.017746
20	  0.048615	 -0.205826	  0.284271	  1.245743	  7.003433	  5.948715
26	  0.071579	 -0.186066	  0.260239	  1.276688	  6.960587	  5.851120
30	  0.097748	 -0.166840	  0.230331	  1.293350	  6.927261	  5.913010
35	  0.131927	 -0.146011	  0.196686	  1.367142	  6.948685	  5.939194
40	  0.162903	 -0.125183	  0.161972	  1.895584	  6.539261	  5.910629
45	  0.192276	 -0.105423	  0.145416	  1.907486	  6.429764	  5.758286
50	  0.226990	 -0.113434	  0.126190	  1.914627	  6.758255	  5.439316
56	  0.260101	 -0.131058	  0.102158	  1.959854	  6.755875	  5.863022
60	  0.311905	 -0.113968	  0.074921	  2.157425	  7.015335	  6.129623
65	  0.317780	 -0.074448	  0.054092	  1.997940	  7.400955	  6.543808
70	  0.320984	 -0.023178	  0.012970	  1.774185	  7.608047	  6.717575
75	  0.326859	  0.035034	 -0.033493	  1.678970	  7.677078	  6.641403
80	  0.342346	  0.100723	 -0.081558	  1.700394	  7.465225	  6.548569
86	  0.360504	  0.161606	 -0.130157	  1.712296	  7.329544	  6.508102
91	  0.382935	  0.216080	 -0.176620	  1.769424	  7.217667	  6.308151
96	  0.401627	  0.266815	 -0.219345	  1.781326	  7.231949	  6.322433
101	  0.413910	  0.311676	 -0.257797	  1.812271	  7.210526	  6.393845
105	  0.422455	  0.347458	 -0.285034	  1.883682	  7.253372	  6.384323
111	  0.421387	  0.375763	 -0.309067	  1.945572	  7.284317	  6.350998
116	  0.417114	  0.389114	 -0.324554	  1.986038	  7.396194	  6.274826
121	  0.408569	  0.386444	 -0.330963	  2.064590	  7.465225	  6.212936
127	  0.401093	  0.369888	 -0.335236	  2.088394	  7.562820	  6.122482
131	  0.390411	  0.342117	 -0.333633	  2.078873	  7.610428	  6.032028
136	  0.386673	  0.308472	 -0.327225	  2.074112	  7.593765	  5.808273
142	  0.386139	  0.266281	 -0.313873	  2.093155	  7.481888	  5.722580
147	  0.389343	  0.231567	 -0.299988	  2.083633	  7.443802	  5.660690
151	  0.397888	  0.187775	 -0.278625	  1.993179	  7.534256	  5.591660
156	  0.402161	  0.157333	 -0.255661	  1.981277	  7.584244	  5.486923
161	  0.406433	  0.122620	 -0.233765	  1.905106	  7.636612	  5.489304
166	  0.402161	  0.094849	 -0.208664	  1.919388	  7.712784	  5.565475
172	  0.398422	  0.071350	 -0.189972	  1.831314	  7.750870	  5.589279
176	  0.388809	  0.049988	 -0.171280	  1.819412	  7.688980	  5.494064
181	  0.382935	  0.029160	 -0.148849	  1.859879	  7.610428	  5.453598
186	  0.373322	  0.008331	 -0.134964	  1.824173	  7.486649	  5.363144
191	  0.369049	 -0.008759	 -0.117340	  1.712296	  7.241470	  5.051315
